txn_id,user_id,amount,payment_method,failure_code,failure_stage,retry_count,timestamp,do_not_contact,customer_segment,days_overdue
txn_0005b6e0ee,user_d31d846c,25118.77,mandate,card_expired,subscription_failure,0,2026-08-17T13:55:31.310117,False,high_value,
txn_8d13b9f61d,user_07d2b8c4,4754.82,card,bank_decline,payment_failure,0,2026-08-07T09:55:31.310150,False,regular,
txn_fa30c29da6,user_38f50a2c,6855.89,mandate,insufficient_funds,payment_failure,0,2026-08-17T04:55:31.310165,False,regular,
txn_fbcad82302,user_d64103ab,2327.9,mandate,bank_decline,subscription_failure,0,2026-08-20T03:55:31.310183,False,regular,
txn_cf1a56b0bd,user_b7a38465,6754.94,mandate,card_expired,subscription_failure,0,2026-08-05T23:55:31.310224,False,regular,
txn_3c239ac37e,user_23bbdb83,5370.4,card,gateway_timeout,checkout_abandon,0,2026-08-14T14:55:31.310243,False,regular,
txn_fbcaf80e1c,user_9435bb1f,1849.95,netbanking,otp_timeout,checkout_abandon,0,2026-08-24T15:55:31.310258,False,regular,
txn_ec18490296,user_f83172da,3867.39,card,invoice_unpaid,receivable_overdue,0,2026-08-04T16:55:31.310282,False,regular,29.0
txn_44c324e947,user_b61012d4,7605.97,mandate,card_expired,subscription_failure,0,2026-08-29T03:55:31.310293,False,regular,
txn_cfc3631a81,user_22fdd807,47804.85,mandate,bank_decline,payment_failure,0,2026-08-12T19:55:31.310304,False,high_value,
txn_ededb19851,user_8ef50ce8,1092.36,upi,bank_decline,payment_failure,0,2026-08-04T18:55:31.310314,False,regular,
txn_a4d5f3114c,user_25b0b111,7672.75,mandate,insufficient_funds,payment_failure,0,2026-08-04T05:55:31.310324,False,regular,
txn_8abd876acc,user_c7e841f9,5637.11,netbanking,gateway_timeout,checkout_abandon,0,2026-08-07T06:55:31.310340,False,regular,
txn_417ecf83ad,user_178fa4f3,2907.19,mandate,issuer_timeout,payment_failure,0,2026-08-13T16:55:31.310360,True,regular,
txn_5b2c47b0d9,user_84b5f21d,4022.57,mandate,mandate_lapsed,subscription_failure,0,2026-08-21T16:55:31.310394,False,regular,
txn_ee8649ba68,user_41955e3f,5922.6,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-15T10:55:31.310430,False,regular,62.0
txn_def9c9e004,user_7338323f,2113.86,card,invoice_unpaid,receivable_overdue,0,2026-08-26T13:55:31.310448,False,regular,32.0
txn_45e2aa6434,user_000d8091,4054.59,netbanking,user_dropped,checkout_abandon,0,2026-08-29T12:55:31.310462,False,regular,
txn_566d140aa4,user_d6b27924,5668.23,mandate,mandate_lapsed,subscription_failure,0,2026-08-26T10:55:31.310473,True,regular,
txn_d2c5bed851,user_f10097c3,4009.91,upi,invoice_unpaid,receivable_overdue,0,2026-08-12T12:55:31.310489,False,regular,83.0
txn_f4c972d97f,user_781c7576,3353.33,upi,otp_timeout,checkout_abandon,0,2026-08-25T06:55:31.310507,False,regular,
txn_5b1b0ae020,user_dd634856,6017.3,netbanking,user_dropped,checkout_abandon,0,2026-08-23T05:55:31.310527,False,regular,
txn_0cefcf8526,user_fabaad33,2660.27,upi,insufficient_funds,payment_failure,0,2026-08-28T21:55:31.310539,False,regular,
txn_b468b9e2d5,user_61af2f26,4853.97,card,bank_decline,payment_failure,0,2026-08-08T21:55:31.310561,False,regular,
txn_69fe08c43f,user_091caba2,1186.35,card,insufficient_funds,payment_failure,0,2026-09-02T10:55:31.310598,False,regular,
txn_dec7dbb6f3,user_dceae11a,999.18,card,invoice_unpaid,receivable_overdue,0,2026-08-16T18:55:31.310615,False,regular,61.0
txn_afc6e46345,user_795991b9,6920.44,card,issuer_timeout,payment_failure,0,2026-08-09T01:55:31.310633,False,regular,
txn_a3c44e06fc,user_473a4d84,14266.15,netbanking,bank_decline,payment_failure,0,2026-09-01T20:55:31.310654,False,high_value,
txn_3278427fe9,user_7912bb84,1959.36,mandate,insufficient_funds,subscription_failure,0,2026-08-18T15:55:31.310666,False,regular,
txn_95fac156fc,user_a8354686,2580.97,card,gateway_timeout,checkout_abandon,0,2026-08-15T04:55:31.310676,False,regular,
txn_d4ede0aadd,user_c33f023f,832.26,mandate,insufficient_funds,subscription_failure,0,2026-08-27T22:55:31.310687,False,regular,
txn_8cc088e9c2,user_e8b687f4,3864.32,card,bank_decline,payment_failure,0,2026-08-27T18:55:31.310696,False,regular,
txn_602659ac0f,user_2ad6ffd0,7405.51,mandate,insufficient_funds,subscription_failure,0,2026-08-09T07:55:31.310706,False,regular,
txn_9638c48b24,user_b06d4e7e,17441.77,upi,invoice_unpaid,receivable_overdue,0,2026-08-05T19:55:31.310745,False,high_value,19.0
txn_a9052d0fca,user_ff06aafa,4638.81,netbanking,insufficient_funds,payment_failure,0,2026-08-21T00:55:31.310784,False,regular,
txn_165d397e0a,user_71e27234,4410.86,mandate,bank_decline,payment_failure,0,2026-09-01T08:55:31.310801,True,regular,
txn_8fd28bb12e,user_07dc49a9,911.35,card,otp_timeout,checkout_abandon,0,2026-08-10T06:55:31.310833,False,regular,
txn_2d3af3a376,user_471c8019,29795.96,mandate,user_dropped,checkout_abandon,0,2026-08-05T19:55:31.310851,False,high_value,
txn_ff708bf128,user_4b2115f2,910.69,netbanking,user_dropped,checkout_abandon,0,2026-08-21T17:55:31.310863,False,regular,
txn_b5f9333f4b,user_48d65dbd,4063.66,mandate,insufficient_funds,payment_failure,0,2026-08-08T10:55:31.310913,True,regular,
txn_175b641187,user_5d59cf05,40446.24,card,insufficient_funds,payment_failure,0,2026-08-13T10:55:31.310935,False,high_value,
txn_4afa0cee3a,user_5b65023f,4087.25,mandate,bank_decline,payment_failure,0,2026-08-11T02:55:31.310950,False,regular,
txn_0ca4f519a8,user_4f898517,5645.35,card,gateway_timeout,checkout_abandon,0,2026-09-03T07:55:31.310962,False,regular,
txn_725fb0c9a6,user_5d94b281,4506.56,card,insufficient_funds,payment_failure,0,2026-08-28T00:55:31.310973,False,regular,
txn_1e68377e7e,user_0867b985,5788.51,netbanking,issuer_timeout,payment_failure,0,2026-08-21T12:55:31.311030,False,regular,
txn_a4b7e510da,user_cf97fd32,7389.57,upi,bank_decline,payment_failure,0,2026-08-08T01:55:31.311047,False,regular,
txn_c668748c68,user_3523d417,4159.35,mandate,insufficient_funds,subscription_failure,0,2026-08-09T03:55:31.311058,False,regular,
txn_62ed8f843f,user_005ac151,4018.19,upi,bank_decline,payment_failure,0,2026-08-20T10:55:31.311068,False,regular,
txn_7868ce389f,user_6d975581,7475.25,upi,card_expired,payment_failure,0,2026-08-12T20:55:31.311079,False,regular,
txn_802cdeff5d,user_7dbafc41,39276.87,mandate,card_expired,payment_failure,0,2026-08-22T06:55:31.311089,False,high_value,
txn_afeb99adc8,user_e38926af,1183.72,mandate,mandate_lapsed,subscription_failure,0,2026-08-04T09:55:31.311099,False,regular,
txn_4be9b90d90,user_f50b22d5,46237.64,card,issuer_timeout,payment_failure,0,2026-08-11T23:55:31.311109,False,high_value,
txn_d88452a1d2,user_024d5ac8,7758.79,mandate,mandate_lapsed,subscription_failure,0,2026-08-24T08:55:31.311119,False,regular,
txn_77629692b6,user_2e52a3c8,6901.87,mandate,bank_decline,subscription_failure,0,2026-08-22T17:55:31.311130,False,regular,
txn_c3335b934a,user_a918d672,5015.18,upi,invoice_unpaid,receivable_overdue,0,2026-08-14T06:55:31.311182,False,regular,37.0
txn_7b53442b95,user_7624fbb0,34616.78,mandate,insufficient_funds,subscription_failure,0,2026-08-08T00:55:31.311199,False,high_value,
txn_622304375b,user_0edded6b,41437.23,mandate,bank_decline,subscription_failure,0,2026-08-25T16:55:31.311210,False,high_value,
txn_2c937bad9e,user_9130a08a,6380.65,upi,bank_decline,payment_failure,0,2026-08-30T01:55:31.311244,False,regular,
txn_64ac8749c6,user_09c6ed7c,4747.63,upi,card_expired,payment_failure,0,2026-08-20T07:55:31.311261,False,regular,
txn_878839e519,user_2b2971cb,7228.43,upi,insufficient_funds,payment_failure,0,2026-09-01T13:55:31.311274,False,regular,
txn_4c35b66eee,user_d4fc3c1a,5583.45,mandate,invoice_unpaid,receivable_overdue,0,2026-08-07T18:55:31.311284,False,regular,26.0
txn_557969485d,user_c1ac2e35,2998.88,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-12T18:55:31.311295,False,regular,3.0
txn_d8f0c65f4a,user_5cde591c,5548.24,mandate,mandate_lapsed,subscription_failure,0,2026-08-12T02:55:31.311305,False,regular,
txn_554c880fa2,user_8a832c07,6249.78,mandate,card_expired,subscription_failure,0,2026-08-27T08:55:31.311316,False,regular,
txn_3bfa788621,user_6b9dda4d,6092.5,upi,insufficient_funds,payment_failure,0,2026-08-15T00:55:31.311346,False,regular,
txn_8875b7cb8a,user_6ef0ccc5,4719.68,mandate,mandate_lapsed,subscription_failure,0,2026-08-11T23:55:31.311364,False,regular,
txn_a9166ee8ba,user_a9e82a22,13550.58,netbanking,card_expired,payment_failure,0,2026-08-18T11:55:31.311376,False,high_value,
txn_f6706bdbb6,user_0c652a81,3957.41,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-11T17:55:31.311393,False,regular,15.0
txn_059d4a0888,user_23fb9df2,5474.33,mandate,card_expired,payment_failure,0,2026-08-04T10:55:31.311413,False,regular,
txn_3804a7cfba,user_acfc694d,3746.33,mandate,mandate_lapsed,subscription_failure,0,2026-08-13T04:55:31.311426,False,regular,
txn_65a12d9882,user_a5f07edb,1044.1,upi,gateway_timeout,checkout_abandon,0,2026-08-20T03:55:31.311436,False,regular,
txn_8473a832ea,user_b4a96315,5250.69,mandate,invoice_unpaid,receivable_overdue,0,2026-08-05T05:55:31.311446,False,regular,39.0
txn_f46ebae9ca,user_8cd778bf,49827.95,card,insufficient_funds,payment_failure,0,2026-08-31T20:55:31.311457,False,high_value,
txn_a32bc3bdf3,user_f9b43f15,5995.49,mandate,bank_decline,payment_failure,0,2026-08-16T04:55:31.311466,False,regular,
txn_1de345b2ba,user_6527a208,5001.09,netbanking,invoice_unpaid,receivable_overdue,0,2026-09-02T05:55:31.311509,False,regular,48.0
txn_bed5f2cc3f,user_1336f49c,7850.24,netbanking,otp_timeout,checkout_abandon,0,2026-08-17T07:55:31.311539,False,regular,
txn_a8f7db55cf,user_40e37021,43616.55,mandate,insufficient_funds,payment_failure,0,2026-09-01T06:55:31.311554,False,high_value,
txn_f9a6c3a4da,user_5416f694,22007.05,mandate,bank_decline,subscription_failure,0,2026-08-30T09:55:31.311565,False,high_value,
txn_a56a94f16d,user_c1950751,6540.81,upi,invoice_unpaid,receivable_overdue,0,2026-08-24T23:55:31.311598,True,regular,77.0
txn_9604dfec3a,user_ac13f37a,18527.23,upi,invoice_unpaid,receivable_overdue,0,2026-08-31T06:55:31.311616,False,high_value,4.0
txn_c0b7c7887d,user_40297ac3,322.09,netbanking,card_expired,payment_failure,0,2026-09-02T23:55:31.311629,False,regular,
txn_3a4dfa0555,user_7cc7a72c,6267.53,card,user_dropped,checkout_abandon,0,2026-08-20T11:55:31.311647,False,regular,
txn_148a23f17e,user_948aa52c,5338.44,mandate,card_expired,subscription_failure,0,2026-08-25T13:55:31.311667,False,regular,
txn_742ee0882b,user_ba436b6d,3523.93,card,issuer_timeout,payment_failure,0,2026-08-19T05:55:31.311677,False,regular,
txn_1e99440577,user_d2dc0278,711.32,netbanking,insufficient_funds,payment_failure,0,2026-08-15T07:55:31.311732,False,regular,
txn_2f6f2e7e6a,user_3955fc20,2499.2,mandate,insufficient_funds,subscription_failure,0,2026-08-18T08:55:31.311753,False,regular,
txn_3d17cdd9ad,user_0c31a0f1,7045.11,mandate,mandate_lapsed,subscription_failure,0,2026-08-17T04:55:31.311766,False,regular,
txn_9379ce176d,user_1d40467b,6652.87,mandate,gateway_timeout,checkout_abandon,0,2026-08-21T04:55:31.311778,False,regular,
txn_a3d5e7e46e,user_44fe7d53,1389.58,mandate,user_dropped,checkout_abandon,0,2026-09-02T01:55:31.311801,False,regular,
txn_de3a251a54,user_4c95808e,6530.8,card,insufficient_funds,payment_failure,0,2026-08-16T10:55:31.311838,False,regular,
txn_fb0a5b6b2d,user_8fded52d,7539.81,mandate,insufficient_funds,subscription_failure,0,2026-08-21T04:55:31.311867,True,regular,
txn_0b5308a1b5,user_156adc90,29310.82,upi,insufficient_funds,payment_failure,0,2026-08-13T12:55:31.311883,False,high_value,
txn_c15d72037a,user_7181d307,6147.32,upi,issuer_timeout,payment_failure,0,2026-08-09T14:55:31.311895,False,regular,
txn_7d6324ce7d,user_8c8d4e40,5212.05,card,invoice_unpaid,receivable_overdue,0,2026-08-15T06:55:31.311906,False,regular,89.0
txn_3b7d2efca3,user_72ebe489,2849.63,card,card_expired,payment_failure,0,2026-08-29T23:55:31.311951,False,regular,
txn_613f59d5ba,user_d43d9b9c,438.13,upi,otp_timeout,checkout_abandon,0,2026-08-22T14:55:31.311973,False,regular,
txn_31b80ec3f4,user_4ed46c36,7541.98,card,insufficient_funds,payment_failure,0,2026-08-07T02:55:31.311999,False,regular,
txn_78829e166c,user_82941868,26610.3,mandate,mandate_lapsed,subscription_failure,0,2026-08-21T12:55:31.312011,False,high_value,
txn_f36833f60e,user_e61aa621,2891.35,card,otp_timeout,checkout_abandon,0,2026-08-25T06:55:31.312022,False,regular,
txn_d939438b38,user_1611987a,24600.67,card,user_dropped,checkout_abandon,0,2026-09-03T21:55:31.312032,False,high_value,
txn_639c33e0fe,user_bf864dbd,2758.35,card,insufficient_funds,payment_failure,0,2026-08-19T04:55:31.312080,False,regular,
txn_e84ca64f10,user_7512ced9,4557.04,netbanking,bank_decline,payment_failure,0,2026-09-01T15:55:31.312099,False,regular,
txn_fa73450dd6,user_d2c2d22a,6923.46,mandate,insufficient_funds,payment_failure,0,2026-08-16T15:55:31.312111,False,regular,
txn_81481f541b,user_956dbef0,21639.94,mandate,otp_timeout,checkout_abandon,0,2026-08-08T05:55:31.312123,False,high_value,
txn_24f1063d89,user_b4cc4ffb,4792.2,card,issuer_timeout,payment_failure,0,2026-08-22T18:55:31.312173,False,regular,
txn_7e5e666989,user_954609e3,34594.8,upi,card_expired,payment_failure,0,2026-08-06T16:55:31.312192,False,high_value,
txn_a2be27f0a2,user_ff24f090,12317.69,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-28T22:55:31.312203,False,high_value,78.0
txn_73badd26a3,user_f090d5bc,5097.0,mandate,mandate_lapsed,subscription_failure,0,2026-08-20T09:55:31.312220,False,regular,
txn_eadf64a8c0,user_e573ac21,5154.33,netbanking,gateway_timeout,checkout_abandon,0,2026-08-07T07:55:31.312240,False,regular,
txn_1d0e3ebf01,user_0b97dbcd,6410.37,card,user_dropped,checkout_abandon,0,2026-08-23T11:55:31.312250,False,regular,
txn_bcb12399c9,user_452121dd,2438.2,card,otp_timeout,checkout_abandon,0,2026-08-15T08:55:31.312261,False,regular,
txn_9edf1b425e,user_64dea949,7186.84,mandate,user_dropped,checkout_abandon,0,2026-08-05T09:55:31.312272,False,regular,
txn_8c14858b5a,user_345b1ca0,10598.63,card,bank_decline,payment_failure,0,2026-08-09T17:55:31.312295,False,high_value,
txn_ec40ed86bd,user_20bbab71,37719.4,mandate,bank_decline,payment_failure,0,2026-08-18T11:55:31.312308,False,high_value,
txn_faf8ead226,user_357ce69b,6239.83,card,issuer_timeout,payment_failure,0,2026-08-09T07:55:31.312356,False,regular,
txn_f856741267,user_a0136374,2415.35,upi,insufficient_funds,payment_failure,0,2026-08-25T01:55:31.312378,False,regular,
txn_4a8c213d51,user_520c67a2,5647.14,mandate,insufficient_funds,payment_failure,0,2026-08-30T08:55:31.312399,False,regular,
txn_332979053e,user_f82dc162,2761.12,upi,bank_decline,payment_failure,0,2026-08-13T05:55:31.312410,False,regular,
txn_ed5fa90c9b,user_7f32f4be,5237.99,mandate,card_expired,subscription_failure,0,2026-08-21T11:55:31.312420,False,regular,
txn_82b205892a,user_23240664,7590.81,mandate,insufficient_funds,payment_failure,0,2026-08-28T20:55:31.312431,False,regular,
txn_280575938f,user_11e1b1e8,4158.98,card,insufficient_funds,payment_failure,0,2026-08-13T17:55:31.312441,False,regular,
txn_b576f3babd,user_f79f465c,15595.35,mandate,insufficient_funds,subscription_failure,0,2026-08-12T08:55:31.312485,False,high_value,
txn_1ba5680f9d,user_c04522d6,5474.63,upi,bank_decline,payment_failure,0,2026-08-20T08:55:31.312513,False,regular,
txn_c09f1a6cdd,user_67b7b96c,2612.85,mandate,insufficient_funds,subscription_failure,0,2026-08-09T12:55:31.312528,False,regular,
txn_15012df0e6,user_9fb4bee1,3635.66,netbanking,card_expired,payment_failure,0,2026-08-10T15:55:31.312562,False,regular,
txn_fd3111608f,user_9c1c2700,33395.26,netbanking,otp_timeout,checkout_abandon,0,2026-09-02T07:55:31.312579,False,high_value,
txn_3f3faaf91b,user_227a0828,4223.09,card,issuer_timeout,payment_failure,0,2026-08-26T01:55:31.312591,False,regular,
txn_5d106c20c5,user_2f746672,26373.41,upi,issuer_timeout,payment_failure,0,2026-08-08T13:55:31.312601,False,high_value,
txn_fc8369128d,user_3eec3ffb,3115.9,mandate,invoice_unpaid,receivable_overdue,0,2026-09-01T16:55:31.312612,True,regular,29.0
txn_9be33c101e,user_646dd916,6371.77,upi,invoice_unpaid,receivable_overdue,0,2026-09-02T18:55:31.312622,False,regular,61.0
txn_920016c200,user_2e526d28,239.96,card,card_expired,payment_failure,0,2026-09-03T19:55:31.312633,False,regular,
txn_15bb2ef943,user_a579a9b9,3500.39,netbanking,issuer_timeout,payment_failure,0,2026-08-27T18:55:31.312642,False,regular,
txn_656f7de15d,user_5115b5f4,688.9,mandate,bank_decline,payment_failure,0,2026-08-15T10:55:31.312659,True,regular,
txn_df0baa8956,user_5b306eb2,26027.6,netbanking,otp_timeout,checkout_abandon,0,2026-08-27T09:55:31.312680,False,high_value,
txn_b0f007f189,user_3ef37480,726.9,mandate,mandate_lapsed,subscription_failure,0,2026-08-18T10:55:31.312734,False,regular,
txn_1c13beaa57,user_a4bb2508,3866.05,mandate,invoice_unpaid,receivable_overdue,0,2026-08-23T19:55:31.312763,False,regular,3.0
txn_78631f01f0,user_b72faca2,1007.58,netbanking,insufficient_funds,payment_failure,0,2026-08-31T02:55:31.312779,False,regular,
txn_933a55ddd2,user_200adf55,5539.52,mandate,bank_decline,payment_failure,0,2026-08-14T22:55:31.312790,False,regular,
txn_fab969ab85,user_3c84eda4,2487.85,card,card_expired,payment_failure,0,2026-08-09T21:55:31.312800,False,regular,
txn_d43b9ff5b5,user_1a0dec80,6559.17,mandate,insufficient_funds,payment_failure,0,2026-08-27T02:55:31.312811,False,regular,
txn_bc0807a695,user_978a07c3,6952.23,netbanking,insufficient_funds,payment_failure,0,2026-08-27T00:55:31.312863,False,regular,
txn_f90ca99cc1,user_e57cec61,7659.53,netbanking,user_dropped,checkout_abandon,0,2026-08-29T12:55:31.312883,False,regular,
txn_e08d978156,user_a2f8b433,843.37,mandate,card_expired,payment_failure,0,2026-09-01T14:55:31.312918,False,regular,
txn_ddd919a75e,user_85957c31,823.54,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-25T13:55:31.312937,False,regular,78.0
