txn_id,user_id,amount,payment_method,failure_code,failure_stage,retry_count,timestamp,do_not_contact,customer_segment,preferred_language,days_overdue
txn_cc46faa61a,user_9fcf65ee,1878.97,netbanking,bank_decline,payment_failure,0,2026-08-27T21:52:00,False,regular,en,
txn_c3d87c997c,user_c1f72194,2506.89,netbanking,user_dropped,checkout_abandon,1,2026-09-02T01:13:00,False,regular,hinglish,
txn_53dfb3bdef,user_6ecb31dd,2402.61,card,bank_decline,payment_failure,0,2026-09-04T15:31:00,False,regular,hinglish,
txn_d1d37e454c,user_33a553dc,2109.13,netbanking,otp_timeout,checkout_abandon,0,2026-08-23T09:10:00,False,regular,hinglish,
txn_6ecb1e424c,user_38c31ddb,31874.85,netbanking,invoice_unpaid,receivable_overdue,0,2026-09-05T09:34:00,False,regular,hinglish,1.9
txn_3f15492923,user_7909f7f4,610.41,upi,insufficient_funds,payment_failure,0,2026-08-24T23:11:00,False,regular,en,
txn_f01bd111d0,user_9a3af46c,5909.59,upi,bank_decline,payment_failure,0,2026-08-28T04:47:00,False,high_value,en,
txn_9132a97d98,user_fdf6b825,400.55,mandate,insufficient_funds,payment_failure,0,2026-09-01T21:22:00,False,regular,hinglish,
txn_b7e7f36be9,user_3b8058aa,1242.49,upi,insufficient_funds,payment_failure,0,2026-09-04T01:02:00,False,regular,en,
txn_88c727e1f9,user_8acff317,1022.5,upi,user_dropped,checkout_abandon,1,2026-08-26T08:58:00,False,regular,en,
txn_4096fc6e50,user_f21c08ca,1478.63,mandate,insufficient_funds,payment_failure,0,2026-08-26T18:13:00,False,regular,hinglish,
txn_d283b61b48,user_f0cc4162,978.6,netbanking,gateway_timeout,checkout_abandon,2,2026-08-31T17:56:00,False,regular,hinglish,
txn_9a8e3a02ad,user_85933f27,180546.7,upi,invoice_unpaid,receivable_overdue,0,2026-09-05T04:49:00,False,high_value,en,22.8
txn_4cdc8444fa,user_b895504a,511.5,card,bank_decline,payment_failure,0,2026-08-22T15:08:00,False,regular,en,
txn_d2158c594d,user_a1ae9802,1235.42,card,user_dropped,checkout_abandon,0,2026-08-23T07:41:00,True,regular,en,
txn_be5283beb8,user_d1f8d410,1305.89,mandate,mandate_lapsed,subscription_failure,0,2026-09-01T01:45:00,False,regular,en,
txn_4d1dad0121,user_971a1945,422.05,upi,user_dropped,checkout_abandon,0,2026-08-26T22:19:00,False,regular,hinglish,
txn_e7afb8e382,user_1b9bf106,13105.3,upi,invoice_unpaid,receivable_overdue,0,2026-09-01T04:12:00,False,regular,hinglish,24.6
txn_4373b0cacd,user_73414630,11087.83,mandate,mandate_lapsed,subscription_failure,0,2026-09-01T03:40:00,False,high_value,hinglish,
txn_6ceb32e509,user_21fc7a39,5174.11,card,user_dropped,checkout_abandon,0,2026-08-27T14:21:00,True,regular,en,
txn_1e399857b3,user_eb592db4,1759.1,netbanking,issuer_timeout,payment_failure,2,2026-09-04T18:24:00,False,regular,en,
txn_627cf4c9ed,user_941204e8,623.54,upi,otp_timeout,checkout_abandon,0,2026-08-27T07:37:00,False,regular,hinglish,
txn_88472f0fd2,user_786e7185,10752.56,netbanking,bank_decline,payment_failure,0,2026-08-31T03:23:00,False,high_value,hinglish,
txn_a630a77cb0,user_2151ac0d,12305.53,upi,otp_timeout,checkout_abandon,0,2026-08-24T15:03:00,False,high_value,en,
txn_5ee092e6cb,user_ee1bd9db,2569.71,card,insufficient_funds,payment_failure,0,2026-08-25T11:00:00,False,regular,hinglish,
txn_d0753def0a,user_07924daf,334.6,upi,gateway_timeout,checkout_abandon,0,2026-08-27T11:06:00,False,regular,hinglish,
txn_b8063d802a,user_01c2da7c,1152.61,card,insufficient_funds,payment_failure,0,2026-08-28T08:07:00,False,regular,hinglish,
txn_372f71f59e,user_2aed298e,1508.18,upi,issuer_timeout,payment_failure,0,2026-08-30T13:59:00,False,regular,hinglish,
txn_b51b51c75b,user_cae08457,40745.81,upi,invoice_unpaid,receivable_overdue,0,2026-08-31T15:47:00,False,regular,hinglish,88.2
txn_090c6094d7,user_f5ecaad5,8230.14,card,bank_decline,payment_failure,2,2026-08-24T09:31:00,False,high_value,en,
txn_cd7f65abce,user_b08b4545,562.73,upi,issuer_timeout,payment_failure,0,2026-08-23T17:17:00,False,regular,hinglish,
txn_20eb34d0b3,user_4887d037,4598.34,card,issuer_timeout,payment_failure,0,2026-09-02T05:32:00,False,regular,en,
txn_da57a41a88,user_53bce5f6,19403.99,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-31T10:53:00,False,regular,hinglish,12.5
txn_71c8d266df,user_e57e3b82,1445.54,card,bank_decline,payment_failure,0,2026-08-23T17:31:00,False,regular,hinglish,
txn_846845c808,user_3f7d32a4,649.89,mandate,issuer_timeout,payment_failure,0,2026-09-04T09:46:00,False,regular,hinglish,
txn_695c56163a,user_d49d26be,4376.21,upi,gateway_timeout,checkout_abandon,0,2026-08-29T14:21:00,True,high_value,hinglish,
txn_56b27fd091,user_491de5bb,2040.82,card,user_dropped,checkout_abandon,0,2026-09-03T13:55:00,False,regular,hinglish,
txn_63cedd4739,user_ac9dff76,1964.75,upi,issuer_timeout,payment_failure,0,2026-08-29T09:13:00,False,regular,en,
txn_dcd7b7c3a3,user_2632e607,1141.51,upi,user_dropped,checkout_abandon,0,2026-09-02T02:52:00,False,regular,hinglish,
txn_c31c799ee6,user_3f4b5106,23965.74,upi,invoice_unpaid,receivable_overdue,0,2026-08-25T07:15:00,True,regular,hinglish,71.7
txn_748c4764a8,user_1efba5fc,2567.81,mandate,mandate_lapsed,subscription_failure,0,2026-08-27T21:02:00,False,regular,hinglish,
txn_3f480e5694,user_af979cd4,6046.92,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-26T09:35:00,False,regular,en,1.3
txn_c3f688704a,user_f3f26c34,25790.91,upi,invoice_unpaid,receivable_overdue,0,2026-08-22T20:57:00,False,regular,en,120
txn_ee1336785d,user_c11681c8,43461.18,upi,invoice_unpaid,receivable_overdue,0,2026-08-24T20:20:00,False,regular,hinglish,11.5
txn_740c7c86b8,user_17a3292a,12589.72,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-29T11:03:00,False,regular,hinglish,20.8
txn_69e3ee5552,user_fe223a7b,24096.9,upi,invoice_unpaid,receivable_overdue,0,2026-09-03T00:15:00,False,regular,hinglish,99.4
txn_063d1097a3,user_03f06f6f,375.5,card,bank_decline,payment_failure,0,2026-09-05T10:09:00,False,regular,en,
txn_ef62a4a1db,user_af04b919,978.98,netbanking,gateway_timeout,checkout_abandon,0,2026-08-27T03:21:00,False,regular,hinglish,
txn_fefda2a5f6,user_c0c2b7d1,9647.17,upi,insufficient_funds,payment_failure,0,2026-08-27T09:44:00,False,high_value,hinglish,
txn_9afa481ac7,user_57ee2629,11831.28,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-31T16:21:00,False,regular,en,34.9
txn_5651d8743d,user_7d4103ea,175.64,netbanking,insufficient_funds,payment_failure,0,2026-08-25T15:27:00,False,regular,en,
